imageSource,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,oBoundingBox_1,oBoundingBox_2,oBoundingBox_3,oBoundingBox_4,oBoundingBox_5,MeanIntensity_r,MeanIntensity_g,MeanIntensity_b,StdIntensity_r,StdIntensity_g,StdIntensity_b,MinIntensity_r,MinIntensity_g,MinIntensity_b,MaxIntensity_r,MaxIntensity_g,MaxIntensity_b,Area,FilledArea,Solidity,Perimeter,Eccentricity,Orientation,MajorAxisLength,MinorAxisLength
BAP386-2.jpg,1508.81761006289,2709.45045831515,1482.5,2676.5,73,71,1508.81761006289,2709.45045831515,35.4128031343097,36.4935433538063,1.24275324868511,0.556743979454041,0.39133295416832,0.318654447793961,0.229406923055649,0.19043992459774,0.147683784365654,0.113725490868092,0.0666666701436043,0.0705882385373116,0.964705884456635,0.792156875133514,0.69803923368454,2528,2528,0.978013029315961,214.603,0.810227962621038,71.2045161258287,72.2952664910864,45.7504093070881
SAP33-2.jpg,1242.14690721649,2919.93174061433,1220.5,2888.5,151,74,1242.14690721649,2919.93174061433,69.6001381409604,71.5778012516921,1.47191908079389,0.481654286384583,0.335272073745728,0.371459901332855,0.231449976563454,0.220756575465202,0.210202857851982,0.192156866192818,0.184313729405403,0.235294118523598,0.980392158031464,0.917647063732147,0.878431379795074,1947,1947,0.961764705882353,443.615,0.982661832267261,84.3347511142655,149.326102967126,37.5025138199381
SAP33-1.jpg,1241.94097222222,2920.71162528217,1220.5,2887.5,200,88,1241.94097222222,2920.71162528217,92.4112833695866,104.261537339383,1.52964440872648,0.479403674602509,0.322934776544571,0.334163546562195,0.232769936323166,0.222541183233261,0.2137411236763,0.184313729405403,0.152941182255745,0.20392157137394,0.976470589637756,0.921568632125854,0.941176474094391,1977,1977,0.970513900589722,680.985,0.98139751857949,87.6421687758113,173.746816398965,42.6257447828761
SAP266-1.jpg,1540.84414615958,2766.65493646139,1521.5,2745.5,108,111,1540.84414615958,2766.65493646139,79.0365636651968,30.5332903419502,1.56034285003788,0.552387118339539,0.38977912068367,0.349074274301529,0.237633258104324,0.191944450139999,0.170513153076172,0.105882354080677,0.062745101749897,0.0588235296308994,0.992156863212585,0.988235294818878,0.980392158031464,1838,1838,0.967524509803922,732.754,0.969361590295268,89.401059900585,179.640382909367,45.4177567766993
SAP266-2.jpg,1540.91723100075,2766.48054474708,1520.5,2745.5,59,60,1540.91723100075,2766.48054474708,36.8518805759123,32.3264840075603,1.52971264965975,0.569054007530212,0.406639724969864,0.363683581352234,0.237700298428535,0.18966156244278,0.168996259570122,0.113725490868092,0.062745101749897,0.0705882385373116,0.996078431606293,0.788235306739807,0.74117648601532,1830,1830,0.970168612191958,217.995,0.819871430149142,87.6460786932779,58.8744957568805,40.1758658673323
SAP39-1.jpg,1084.73705501618,2833.21396396396,1060.5,2816.5,57,53,1084.73705501618,2833.21396396396,28.9254222985502,29.2678603098448,1.49716759275611,0.398243993520737,0.25735929608345,0.213446199893951,0.179103165864944,0.12726329267025,0.0975775197148323,0.0901960805058479,0.0549019612371922,0.0509803928434849,0.796078443527222,0.615686297416687,0.596078455448151,1513,1513,0.967462039045553,187.27,0.835282905048822,85.7813842886863,58.077347295372,34.8633563353748
BAP009_white_bd_dish_300dpi.jpg,988.86902133922,1007.24812030075,970.5,983.5,52,53,988.86902133922,1007.24812030075,27.714754146556,24.9446378709404,1.37484401972728,0.877893388271332,0.812184691429138,0.771752536296844,0.206298246979713,0.221978798508644,0.193934857845306,0.537254929542542,0.462745100259781,0.450980395078659,1,0.949019610881805,0.925490200519562,1766,1766,0.95027195027195,253.234,0.725425700630208,78.7727598191738,54.0877658086832,44.5290894569751
BAP009_brown_bd_dish_packet_300dpi.jpg,983.222662889518,1026.51559633028,959.5,1004.5,69,51,983.222662889518,1026.51559633028,28.9243998698519,39.054331210049,0.685066215081974,0.724093794822693,0.656740784645081,0.624667286872864,0.200751125812531,0.202716872096062,0.188635006546974,0.313725501298904,0.239215686917305,0.215686276555061,1,0.952941179275513,0.917647063732147,2101,2101,0.971444568868981,207.772,0.720725819640313,39.2514028111986,63.2675919000218,48.8692101224186
BAP009_white_bd_dish_packet_300dpi.jpg,981.698012232416,1030.92656391659,963.5,1013.5,51,49,981.698012232416,1030.92656391659,24.7812347403173,25.6641430752763,1.41219416461611,0.877346217632294,0.810260236263275,0.768456220626831,0.195597216486931,0.214269369840622,0.188477724790573,0.662745118141174,0.564705908298492,0.537254929542542,1,0.937254905700684,0.929411768913269,1579,1579,0.964260686755431,188.726,0.710787812464773,80.912765485506,49.1455863357895,41.94326488524
BAP016_brown_bd_dish_300dpi.jpg,962.730031236055,869.563145809414,934.5,843.5,58,59,962.730031236055,869.563145809414,29.0637978440203,28.890846675436,1.3664544277284,0.563385605812073,0.356289148330688,0.283550232648849,0.181713655591011,0.147213935852051,0.119060389697552,0.133333340287209,0.0509803928434849,0.0352941192686558,0.882352948188782,0.647058844566345,0.623529434204102,2410,2410,0.973924380704042,212.378,0.495200457131767,78.2920716058017,57.4999750127879,53.5404534009358
BAP016_brown_bd_dish_packet_300dpi.jpg,962.679017857143,869.54231433506,934.5,844.5,58,57,962.679017857143,869.54231433506,28.0327345945322,28.7018810367733,1.31193888476452,0.563407003879547,0.355989992618561,0.284377872943878,0.182910561561584,0.147409528493881,0.11873335391283,0.160784319043159,0.0745098069310188,0.0352941192686558,0.874509811401367,0.658823549747467,0.576470613479614,2398,2398,0.972987288135593,212.561,0.500967362609567,75.1685610761071,57.0743427619856,53.6778987158628
BAP016_no_dish_brown_bd_300dpi.jpg,533.481421647819,789.851764705882,511.5,760.5,67,63,533.481421647819,789.851764705882,36.3036936152572,31.4492445750243,1.5210379232616,0.608985960483551,0.39874330163002,0.307667046785355,0.188963249325752,0.164634808897972,0.141532391309738,0.14509804546833,0.0352941192686558,0.0235294122248888,1,0.803921580314636,0.749019622802734,2555,2555,0.964675324675325,216.118,0.619330709510729,87.1490534822334,64.8512044629423,54.8528400758735
BAP016_no_dish_brown_bd_packet_300dpi.jpg,544.860294117647,2194.34644194757,530.5,2177.5,62,53,544.860294117647,2194.34644194757,25.922479399229,34.9804891280904,1.55299177786432,0.990394532680511,0.729014277458191,0.548248052597046,0.249723583459854,0.209182783961296,0.170795530080795,0.968627452850342,0.709803938865662,0.521568655967712,1,0.768627464771271,0.721568644046783,908,908,0.96271186440678,511.328,0.925875916518426,88.9798744901438,65.31779164281,44.8784355425312
BAP016_white_bd_dish_300dpi.jpg,964.095041322314,676.389400921659,948.5,655.5,48,49,964.095041322314,676.389400921659,27.4916701693207,25.4364266679181,1.41433665063191,0.632969856262207,0.424774169921875,0.331969618797302,0.180633753538132,0.137322470545769,0.113316528499126,0.192156866192818,0.0862745121121407,0.0705882385373116,0.835294127464294,0.627451002597809,0.517647087574005,1302,1302,0.841628959276018,234.973,0.880270548548792,81.0355208918774,59.0826681303496,40.2406107509204
BAP016_white_bd_dish_packet_300dpi.jpg,961.146274149034,874.248584015104,934.5,849.5,56,58,961.146274149034,874.248584015104,28.6536377035173,27.8648471574318,1.55126477765089,0.550014853477478,0.357056260108948,0.297445565462112,0.160606905817986,0.124482154846191,0.0951041206717491,0.20392157137394,0.0941176488995552,0.0862745121121407,0.819607853889465,0.603921592235565,0.517647087574005,2381,2381,0.977766013763896,184.26,0.477444867530352,88.880924666696,56.7371562795875,53.563848973359
