imageSource,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,oBoundingBox_1,oBoundingBox_2,oBoundingBox_3,oBoundingBox_4,oBoundingBox_5,MeanIntensity_r,MeanIntensity_g,MeanIntensity_b,StdIntensity_r,StdIntensity_g,StdIntensity_b,MinIntensity_r,MinIntensity_g,MinIntensity_b,MaxIntensity_r,MaxIntensity_g,MaxIntensity_b,Area,FilledArea,Solidity,Perimeter,Eccentricity,Orientation,MajorAxisLength,MinorAxisLength,Base_Color,Specific_Color
BAP386-2.jpg,1232.81669284309,2374.14793355896,1204.13157894737,2345.81578947368,57.1578947368421,56.4736842105263,1232.81669284309,2374.14793355896,29.1145012987618,28.6369494095337,-0.0959426734806686,0.51418538313163,0.323803429540835,0.269435519450589,0.195895975357608,0.14135656427396,0.102760454149623,0.0862745121121407,0.0348813221299727,0.0400412809103727,0.872652226372769,0.654489184680738,0.558926750170557,2234,2234,0.951283952948628,185.750842105263,0.772273381071789,-5.49711026564404,67.0859721949512,42.5665118322117,brown,sienna
SAP33-2.jpg,798.97271505357,2477.90813502079,772.166666666667,2455,54.5555555555556,47.3333333333333,798.97271505357,2477.90813502079,26.6079277534783,27.1432098597127,0.106364047297043,0.421695833404859,0.270454589691427,0.239897988736629,0.166576995617814,0.112521103272835,0.0933319241222408,0.0860566465287573,0.0540305026030789,0.0564270165955855,0.769716789325078,0.572984769940376,0.537908509373665,1477.72222222222,1477.72222222222,0.893538226118593,181.190388888889,0.780227930072394,6.09421100205044,61.0782038353622,34.5706918972671,brown,deep_ochre
SAP33-1.jpg,770.4907196389,2412.92583510478,740.617647058824,2389.91176470588,62.1176470588235,52.1176470588235,770.4907196389,2412.92583510478,32.7296941773075,30.2887377197734,0.0533969346901881,0.410754710435867,0.26891367225086,0.24120037520633,0.160901679273914,0.11149856842616,0.0946887819206013,0.0786620552706368,0.043598617098349,0.0440599780310603,0.785467140814837,0.614532891441794,0.581776256070417,1502.29411764706,1502.29411764706,0.852761174179608,217.095941176471,0.79769162644859,3.05941899668348,66.9084937902932,34.7094562575147,brown,deep_ochre
SAP266-1.jpg,1151.14746151712,2342.18620809005,1127.25,2316.75,46.96875,50.53125,1151.14746151712,2342.18620809005,26.444951066578,24.0106915711369,0.08896702766255,0.493969674222171,0.321902642026544,0.281992674339563,0.210434433072805,0.152128942543641,0.125965851824731,0.0675245115271537,0.025612745914259,0.0224264711578144,0.886887261644006,0.679534331895411,0.616789236664772,1392.4375,1392.4375,0.884423136488643,180.57971875,0.744764573450458,5.09743520088776,56.164129639436,35.3917991062184,brown,sienna
SAP266-2.jpg,1172.78122426123,2329.52206252344,1151.20967741935,2305.66129032258,43.0645161290323,48.1935483870968,1172.78122426123,2329.52206252344,22.6149542212263,24.0018946444788,0.119600105870778,0.505101584619091,0.328300740449659,0.286895790888417,0.211687781157032,0.152439110461743,0.125274480350556,0.0845034808040627,0.0323845677137856,0.0311195456663207,0.883997476870014,0.67273879147345,0.613915265567841,1407.87096774194,1407.87096774194,0.931445441891671,153.753935483871,0.741524352815923,6.85258129571337,52.0065650629195,34.7529334417821,brown,sienna
SAP39-1.jpg,776.51872688504,2392.11766788159,753.571428571429,2371.42857142857,47.1428571428571,41.0357142857143,776.51872688504,2392.11766788159,21.8054314303565,23.4158946346826,0.235736061436796,0.341956698468753,0.216305888657059,0.18692738403167,0.151250431846295,0.100134600219982,0.0814233728285347,0.0694677897595933,0.0389355751020568,0.0313725500267797,0.673389375209808,0.505182092743261,0.465126061013767,1314.39285714286,1314.39285714286,0.929757111933693,152.029035714286,0.754849831428975,13.5066813993651,51.0564315174911,33.2442757775949,brown,sepia
BAP009_white_bd_dish_300dpi.jpg,644.795270934388,656.263486274402,623.657894736842,632.815789473684,43.1052631578947,45.3157894736842,644.795270934388,656.263486274402,22.8671383365342,22.125043907444,0.236191819994189,0.756238504459983,0.666515927565725,0.620075329353935,0.144873427717309,0.146933802256459,0.133258460383666,0.318059865581362,0.236119715006728,0.22972136657489,0.964499486120124,0.88421053321738,0.831785355743609,1337.05263157895,1337.05263157895,0.898200835070798,171.783157894737,0.540523625447099,13.5327944411807,46.3472853608558,38.1744175928735,brown,tan
BAP009_white_bd_dish_packet_300dpi.jpg,633.01509691314,654.88882094231,612.738095238095,633.738095238095,41.4761904761905,40.8095238095238,633.01509691314,654.88882094231,21.3276194320927,21.2108695433322,0.088599360516279,0.769978736128126,0.673440751575288,0.622104396422704,0.122948560331549,0.12983359964121,0.121421478688717,0.329598514806657,0.237161537898438,0.220168074149461,0.953501403331757,0.875070035457611,0.824089646339417,1192.19047619048,1192.19047619048,0.903099853086825,152.092095238095,0.509014910021794,5.07636942514081,43.1895758058947,36.473138791235,brown,tan
BAP009_brown_bd_dish_packet_300dpi.jpg,634.005791118909,651.224842620773,609.261904761905,627.452380952381,50.6190476190476,47.2380952380952,634.005791118909,651.224842620773,23.9660577347033,25.5992677928228,-0.218291609783648,0.687113920847575,0.594530321302868,0.549821256172089,0.174082808551334,0.173118147821653,0.159936858075006,0.180765647263754,0.110364148127181,0.0924369773517052,0.955182075500488,0.873389363288879,0.820728302001953,1767.09523809524,1767.09523809524,0.948173898193936,170.093952380952,0.377703524462171,-12.5071879437197,50.0251355698102,45.5723426209764,brown,rosy_brown
BAP016_brown_bd_dish_300dpi.jpg,600.521696055359,522.742784815655,574.681818181818,496.318181818182,52.3636363636364,52.1818181818182,600.521696055359,522.742784815655,26.4336193186948,26.617100129578,0.188075765557249,0.518336802721024,0.30751492489468,0.236497711051594,0.150357846509327,0.108808314935728,0.0852216746319424,0.096613193100149,0.0149732624942606,0.00499108755453066,0.804991098967465,0.577896635640751,0.498395730148662,2075.54545454545,2075.54545454545,0.958215924286525,179.607727272727,0.346652665970376,10.7759475951223,53.2885760442126,49.7796850631247,brown,brown_ochre
BAP016_brown_bd_dish_packet_300dpi.jpg,600.565392068185,522.797507124674,574.772727272727,496.772727272727,52.1818181818182,51.6363636363636,600.565392068185,522.797507124674,26.4318360496958,26.3880551030675,0.206387047656893,0.51904223723845,0.307927072048187,0.237381801009178,0.150694954124364,0.108931704678319,0.0852662548422813,0.103030305355787,0.0249554374763234,0.00641711259430105,0.804991098967465,0.584313747557727,0.498039232058959,2064.09090909091,2064.09090909091,0.96063064681441,176.543090909091,0.347911192364198,11.8251067769053,53.1501254512659,49.5811894107384,brown,sienna
BAP016_no_dish_brown_bd_300dpi.jpg,349.827275390846,623.954417057369,321.833333333333,595.944444444444,56,56.6666666666667,349.827275390846,623.954417057369,30.1187984829304,28.5886429007824,0.889593482469442,0.578997234503428,0.363808082209693,0.270145932833354,0.175113373332553,0.140331732730071,0.117192315558592,0.101089327699608,0.0122004362444083,0.00261437913609876,0.934204796950022,0.700217882792155,0.617864946524302,2336.22222222222,2336.22222222222,0.9399126416168,203.740111111111,0.495115732523042,50.9699520278442,59.0502577405695,50.9172785440875,brown,sienna
BAP016_no_dish_brown_bd_packet_300dpi.jpg,266.507705250027,1759.75984610866,248.452380952381,1741.54761904762,37.8095238095238,36.9047619047619,266.507705250027,1759.75984610866,17.6737781970291,22.5676081172869,-0.260082816500822,0.575002116816384,0.401507444324948,0.315486548911957,0.18110143229188,0.149891943049928,0.119616150013393,0.252100843404021,0.135947715757149,0.066106445998663,0.942296922206879,0.718580782413483,0.614192366600037,707.714285714286,707.714285714286,0.660546570234201,214.371523809524,0.753074371047746,-14.9016477093726,48.0216263584684,30.4514873830429,grey,warm_grey
BAP016_white_bd_dish_300dpi.jpg,646.476887206124,492.43331132004,625.423076923077,470.423076923077,41.6923076923077,44.7692307692308,646.476887206124,492.43331132004,22.7587495157886,22.4215514763446,0.51793024906871,0.568628001671571,0.347779865448291,0.251863280167946,0.15215629281906,0.111625404885182,0.0818024959701758,0.146003021643712,0.0639517370324868,0.0440422332702348,0.771945714950562,0.547209675495441,0.439517351297232,960.076923076923,960.076923076923,0.695319245549416,200.753846153846,0.719580367736624,29.6752173537966,49.9276681466461,32.9804378995337,brown,sienna
BAP016_white_bd_dish_packet_300dpi.jpg,599.982277254963,524.570634571006,574.227272727273,498.045454545455,51.7272727272727,52.6363636363636,599.982277254963,524.570634571006,26.0919630542855,26.5077093182614,0.301840317904192,0.511514208533547,0.313940134915439,0.257389892231334,0.133926606313749,0.0925382978536866,0.0709391324357553,0.157219256189736,0.0741532998667522,0.0602495556866581,0.761497340419076,0.537611430341547,0.45525847510858,2052.36363636364,2052.36363636364,0.960362179919673,170.464818181818,0.315063766056153,17.2941763027973,52.7066018243363,49.7589875933259,brown,sienna
BAP016_white_bd_no_dish_packet_300dpi.jpg,346.540520297145,627.826612246305,322.6,603.3,48.3,49.1,346.540520297145,627.826612246305,23.9192267990772,25.5694673061277,0.453984715605883,0.60076619386673,0.377133300900459,0.298712311685085,0.165380264818668,0.13087263032794,0.109099740535021,0.134901963546872,0.0317647070623934,0.0184313731268048,0.92980392575264,0.692156881093979,0.599215707182884,1803.5,1803.5,0.963728317482931,167.6105,0.386896127655849,26.0114081676641,50.4170777982835,45.8775960028868,brown,sienna
BTX623_upper_quad_white_bd_no_dish_300dpi.jpg,495.122625278441,556.717081940744,471.583333333333,531.833333333333,45.9166666666667,49.4166666666667,495.122625278441,556.717081940744,25.5927486359566,24.6422867273714,0.875482421202943,0.772216975688934,0.663614774743716,0.593232733507951,0.171033329019944,0.173854902386665,0.151116417720914,0.266666672813396,0.175816996993187,0.146732031057278,1,0.952287584543228,0.889542490243912,1733.83333333333,1733.83333333333,0.951185943349163,165.667666666667,0.487459088271345,50.1614477728233,50.8897841160217,43.9607188971303,brown,tan
BTX623_upper_quad_brown_bd_no_dish_300dpi.jpg,488.525011537064,582.689707877183,460.388888888889,555.611111111111,58,56,488.525011537064,582.689707877183,31.7607402384099,26.0705432003258,0.726654380695352,0.680832465489705,0.559247447384728,0.478948404391607,0.20588880777359,0.21517047782739,0.208981351719962,0.203485844863786,0.107189544476569,0.0557734220185214,0.997385621070862,0.929847498734792,0.854030509789785,2190.11111111111,2190.11111111111,0.911522684051515,230.419888888889,0.671699988798858,41.6342291785363,63.6619694138156,46.2186419006715,brown,beige
